Quantify Compound Summary Report 

Printed Thu Feb 04 10:38:59 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
110	110	TQS3_210122_110	20200627_S_1_5-LC	7.31	1275	223
111	111	TQS3_210122_111	20200701_S_1_12-LC	7.30	211	53
112	112	TQS3_210122_112	20200812_S_1_12-LC	7.32	1520	608
113	113	TQS3_210122_113	20200820_C_A-LC	7.32	221	411
114	114	TQS3_210122_114	20200820_C_B-LC	7.29	103	113
115	115	TQS3_210122_115	20200820_C_C-LC	7.30	138	437
116	116	TQS3_210122_116	Blank	7.31	197	307
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	7.30	22345	8354
118	118	TQS3_210122_118	Blank	7.30	557	311
119	119	TQS3_210122_119	20200820_C_D-LC	7.29	333	391
120	120	TQS3_210122_120	20200820_C_E-LC	7.31	180	478
121	121	TQS3_210122_121	20200820_C_Ft-LC	7.30	93340	37294
122	122	TQS3_210122_122	20200831_S_1_12-LC	7.29	174	169
123	123	TQS3_210122_123	20200928_S_1_12-LC	7.32	675	212
124	124	TQS3_210122_124	Blank	7.29	207	222
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	7.29	22401	9041
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	7.30	23639	9654
127	127	TQS3_210122_127	Blank	7.30	405	174
128	128	TQS3_210122_128	20190315_W_1-LC	7.30	176	430
129	129	TQS3_210122_129	20190510_W_1_9-LC	7.27	60	210
130	130	TQS3_210122_130	20190606_W_1_2-LC	7.32	100	342
131	131	TQS3_210122_131	20190615_W_1_9-LC	7.31	67	294
132	132	TQS3_210122_132	20200627_W_1_5-LC	7.32	335	96
133	133	TQS3_210122_133	Blank	7.30	385	476
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	7.30	21092	9111
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	7.30	23729	8812
136	136	TQS3_210122_136	Blank	7.29	503	856
137	137	TQS3_210122_137	BLANK - IS	7.29	210	178
138	138	TQS3_210122_138	BLANK + IS + std MIX	7.29	75171	28609
139	139	TQS3_210122_139	QC-1-standard	7.30	79216	30981
140	140	TQS3_210122_140	QC-2	7.30	70639	30162
141	141	TQS3_210122_141	QC-3	7.30	71508	26136
142	142	TQS3_210122_142	Blank	7.30	336	48
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	7.30	19930	8802
144	144	TQS3_210122_144	Blank	7.31	168	39
145	145	TQS3_210122_145	Std 0 ng/mL	7.31	464	77
146	146	TQS3_210122_146	Std 1.25 ng/mL	7.30	8998	3505
147	147	TQS3_210122_147	Std 3.125 ng/mL	7.30	26130	10954
148	148	TQS3_210122_148	Std 6.25 ng/mL	7.30	51792	20722
149	149	TQS3_210122_149	Std 12.5 ng/mL	7.30	96640	35601
150	150	TQS3_210122_150	Std 50 ng/mL	7.30	366883	129303
151	151	TQS3_210122_151	Blank	7.29	154	401
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	7.30	25063	9276
153	153	TQS3_210122_153	Blank	7.30	533	148
154	154	TQS3_210122_154	Blank	7.31	48	85

Compound 23:  Pyraclostrobin

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	7.55	351	390
2	2	TQS3_210122_002	Std 0 ng/mL	7.55	264	353
3	3	TQS3_210122_003	Std 1.25 ng/mL	7.56	254458	252464
4	4	TQS3_210122_004	Std 3.125 ng/mL	7.56	667073	640165
5	5	TQS3_210122_005	Std 6.25 ng/mL	7.56	1320403	1272377
6	6	TQS3_210122_006	Std 12.5 ng/mL	7.56	2301714	2239890
7	7	TQS3_210122_007	Std 50 ng/mL	7.56	8206958	8083395
8	8	TQS3_210122_008	Blank	7.56	11140	10123
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	7.57	637052	622093
10	10	TQS3_210122_010	Blank	7.57	1849	1548
11	11	TQS3_210122_011	BLANK - IS	7.56	1648	1212
12	12	TQS3_210122_012	BLANK + IS + std MIX	7.57	2328661	2261044
13	13	TQS3_210122_013	QC-1-standard	7.57	2337235	2281773
14	14	TQS3_210122_014	QC-2	7.57	2243669	2153226
15	15	TQS3_210122_015	QC-3	7.57	2096142	2071520
16	16	TQS3_210122_016	Blank	7.57	4186	3833
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	7.57	647674	636562
18	18	TQS3_210122_018	Blank	7.56	2198	1752
19	19	TQS3_210122_019	20190415_C_A-LC	7.56	7316	6211
20	20	TQS3_210122_020	20190415_C_B-LC	7.55	10857	10730
21	21	TQS3_210122_021	20190415_C_C-LC	7.56	2655	2670
22	22	TQS3_210122_022	20190415_C_D-LC	7.55	14655	13146
23	23	TQS3_210122_023	20190415_C_E-LC	7.55	142652	139862
24	24	TQS3_210122_024	20190415_C_F-LC	7.56	74785	71276
25	25	TQS3_210122_025	20190510_S_1_9-LC	7.55	16172	16303
26	26	TQS3_210122_026	20190511_C_G-LC	7.56	7264	6331
27	27	TQS3_210122_027	20190511_C_H-LC	7.55	15262	14776
28	28	TQS3_210122_028	20190511_C_I-LC	7.55	20438	18947
29	29	TQS3_210122_029	Blank	7.56	945	558
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	7.55	632117	607661
31	31	TQS3_210122_031	Blank	7.56	1248	1250
32	32	TQS3_210122_032	20190511_C_J-LC	7.56	16516	16107
33	33	TQS3_210122_033	20190511_C_K-LC	7.57	90507	89426
34	34	TQS3_210122_034	20190511_C_L-LC	7.56	260374	249589
35	35	TQS3_210122_035	20190511_C_M-LC	7.56	3039	2724
36	36	TQS3_210122_036	20190511_C_N-LC	7.56	9824	9396
37	37	TQS3_210122_037	20190511_C_O-LC	7.57	3926	3962
38	38	TQS3_210122_038	20190528_C_A-LC	7.56	6369	6051
39	39	TQS3_210122_039	20190528_C_B-LC	7.58	6776	6811
40	40	TQS3_210122_040	20190528_C_C-LC	7.58	2393	1929
41	41	TQS3_210122_041	20190528_C_D-LC	7.58	14547	13288
42	42	TQS3_210122_042	Blank	7.57	408	307
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	7.57	579707	549456
44	44	TQS3_210122_044	Blank	7.57	1533	751
45	45	TQS3_210122_045	20190528_C_E-LC	7.57	87106	83470
46	46	TQS3_210122_046	20190528_C_F-LC	7.56	2163	1846
47	47	TQS3_210122_047	20190528_C_G-LC	7.57	7930	8116
48	48	TQS3_210122_048	20190528_C_H-LC	7.57	7748	6618
49	49	TQS3_210122_049	20190615_S_1_9-LC	7.56	13597	12218
50	50	TQS3_210122_050	20190819_C_I-LC	7.56	9993	8592
51	51	TQS3_210122_051	20190819_C_J-LC	7.56	16822	15792
52	52	TQS3_210122_052	20190819_C_K-LC	7.56	9638	9299
53	53	TQS3_210122_053	20190819_C_L-LC	7.57	41413	40837
54	54	TQS3_210122_054	20190819_C_M-LC	7.56	13948	13279
55	55	TQS3_210122_055	Blank	7.59	807	389
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	7.57	599546	571101
57	57	TQS3_210122_057	Blank	7.57	1264	645
58	58	TQS3_210122_058	20190819_C_N-LC	7.57	7280	7270
59	59	TQS3_210122_059	20190819_C_O-LC	7.56	24393	23321
60	60	TQS3_210122_060	20190819_C_P-LC	7.56	9673	9690
61	61	TQS3_210122_061	20190819_C_Q-LC	7.55	9812	8916
62	62	TQS3_210122_062	20200304_C_A-LC	7.57	909	282
63	63	TQS3_210122_063	20200304_C_B-LC	7.57	1167	840
64	64	TQS3_210122_064	20200304_C_C-LC	7.56	4813	3919
65	65	TQS3_210122_065	20200304_C_D-LC	7.56	5265	4589
66	66	TQS3_210122_066	20200304_C_Eg-LC	7.56	444066	415472
67	67	TQS3_210122_067	20200304_C_Et-LC	7.55	1487614	1433965
68	68	TQS3_210122_068	Blank	7.57	3512	2610
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	7.56	606670	575804
70	70	TQS3_210122_070	Blank	7.55	1844	1317
71	71	TQS3_210122_071	Std 0 ng/mL	7.56	790	578
72	72	TQS3_210122_072	Std 1.25 ng/mL	7.55	259693	246487
73	73	TQS3_210122_073	Std 3.125 ng/mL	7.56	694735	653570
74	74	TQS3_210122_074	Std 6.25 ng/mL	7.56	1386805	1313321
75	75	TQS3_210122_075	Std 12.5 ng/mL	7.55	2425081	2283797
76	76	TQS3_210122_076	Std 50 ng/mL	7.55	8305895	8132717
77	77	TQS3_210122_077	Blank	7.55	13666	11679
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	7.56	620183	579396
79	79	TQS3_210122_079	Blank	7.55	2785	1719
80	80	TQS3_210122_080	20200304_C_Fg-LC	7.55	599512	570531
81	81	TQS3_210122_081	20200304_C_Ft-LC	7.56	1850998	1783089
82	82	TQS3_210122_082	20200304_C_G-LC	7.55	6319	6494
83	83	TQS3_210122_083	20200304_C_Hg-LC	7.55	3299253	3135896
84	84	TQS3_210122_084	20200304_C_Ht-LC	7.55	3400249	3322678
85	85	TQS3_210122_085	20200304_C_Ig-LC	7.57	8378822	8263359
86	86	TQS3_210122_086	20200304_C_It-LC	7.57	3982226	3852259
87	87	TQS3_210122_087	20200304_C_Jg-LC	7.57	1729926	1651597
88	88	TQS3_210122_088	20200304_C_Jt-LC	7.57	5806752	5672505
89	89	TQS3_210122_089	20200304_C_Kg-LC	7.57	2690974	2589259
90	90	TQS3_210122_090	Blank	7.57	6161	5659
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	7.57	625956	585095
92	92	TQS3_210122_092	Blank	7.56	2985	2526
93	93	TQS3_210122_093	20200304_C_Kt-LC	7.55	11075949	11129944
94	94	TQS3_210122_094	20200304_C_L-LC	7.56	61932	57059
95	95	TQS3_210122_095	20200304_C_M-LC	7.56	13119	11908
96	96	TQS3_210122_096	20200304_C_N-LC	7.56	9889	10151
97	97	TQS3_210122_097	20200304_C_O-LC	7.56	5347	5140
98	98	TQS3_210122_098	20200304_C_P-LC	7.55	6350	5621
99	99	TQS3_210122_099	20200304_C_Q-LC	7.56	5416	5081
100	100	TQS3_210122_100	20200304_C_R-LC	7.57	5642	4621
101	101	TQS3_210122_101	20200304_C_S-LC	7.58	6965	5728
102	102	TQS3_210122_102	20200304_C_T-LC	7.56	4911	4931
103	103	TQS3_210122_103	Blank	7.56	2006	915
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	7.57	598212	569115
105	105	TQS3_210122_105	Blank	7.57	1742	1703
106	106	TQS3_210122_106	20200304_C_U-LC	7.56	22898	21860
107	107	TQS3_210122_107	20200304_C_V-LC	7.56	13071	12898
108	108	TQS3_210122_108	20200304_C_W-LC	7.56	8498	8552
109	109	TQS3_210122_109	20200304_C_X-LC	7.58	11598	11025
110	110	TQS3_210122_110	20200627_S_1_5-LC	7.57	89227	85469
111	111	TQS3_210122_111	20200701_S_1_12-LC	7.57	46484	45184
112	112	TQS3_210122_112	20200812_S_1_12-LC	7.57	427463	417868
113	113	TQS3_210122_113	20200820_C_A-LC	7.56	9118	8317
114	114	TQS3_210122_114	20200820_C_B-LC	7.56	11966	11578
115	115	TQS3_210122_115	20200820_C_C-LC	7.56	12150	11558
116	116	TQS3_210122_116	Blank	7.56	1202	566
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	7.56	622624	590099
118	118	TQS3_210122_118	Blank	7.55	1557	1490
119	119	TQS3_210122_119	20200820_C_D-LC	7.55	10665	9952
120	120	TQS3_210122_120	20200820_C_E-LC	7.56	8226	7008
121	121	TQS3_210122_121	20200820_C_Ft-LC	7.56	2357316	2310123
122	122	TQS3_210122_122	20200831_S_1_12-LC	7.56	81242	79193
123	123	TQS3_210122_123	20200928_S_1_12-LC	7.56	167198	166023
124	124	TQS3_210122_124	Blank	7.56	2078	1223
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	7.55	613494	577307
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	7.55	713749	665037
127	127	TQS3_210122_127	Blank	7.55	2452	1808
128	128	TQS3_210122_128	20190315_W_1-LC	7.54	947	424
129	129	TQS3_210122_129	20190510_W_1_9-LC	7.56	817	441
130	130	TQS3_210122_130	20190606_W_1_2-LC	7.57	164	245
131	131	TQS3_210122_131	20190615_W_1_9-LC	7.55	349	185
132	132	TQS3_210122_132	20200627_W_1_5-LC	7.55	820	146
133	133	TQS3_210122_133	Blank	7.57	605	1022
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	7.55	625736	583519
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	7.56	716851	666627
136	136	TQS3_210122_136	Blank	7.54	2145	1936
137	137	TQS3_210122_137	BLANK - IS	7.57	1302	779
138	138	TQS3_210122_138	BLANK + IS + std MIX	7.55	2385042	2267191
139	139	TQS3_210122_139	QC-1-standard	7.55	2393121	2290061
140	140	TQS3_210122_140	QC-2	7.55	2380214	2296364
141	141	TQS3_210122_141	QC-3	7.55	2246178	2160370
142	142	TQS3_210122_142	Blank	7.55	4667	4243
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	7.56	648175	607888
144	144	TQS3_210122_144	Blank	7.55	2344	1991
145	145	TQS3_210122_145	Std 0 ng/mL	7.56	1505	1064
146	146	TQS3_210122_146	Std 1.25 ng/mL	7.56	282468	263692
147	147	TQS3_210122_147	Std 3.125 ng/mL	7.55	767310	721280
148	148	TQS3_210122_148	Std 6.25 ng/mL	7.55	1602943	1504001
149	149	TQS3_210122_149	Std 12.5 ng/mL	7.56	2749932	2624532
150	150	TQS3_210122_150	Std 50 ng/mL	7.55	8642370	8423953
151	151	TQS3_210122_151	Blank	7.56	13337	13305
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	7.56	641772	613240
153	153	TQS3_210122_153	Blank	7.56	3409	2287
154	154	TQS3_210122_154	Blank	7.58	2544	1837

Compound 24:  Prothioconazole

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	7.46	804	90
2	2	TQS3_210122_002	Std 0 ng/mL	7.46	239	212
3	3	TQS3_210122_003	Std 1.25 ng/mL	7.45	14475	3801
4	4	TQS3_210122_004	Std 3.125 ng/mL	7.46	35191	9058
5	5	TQS3_210122_005	Std 6.25 ng/mL	7.45	75441	18851
6	6	TQS3_210122_006	Std 12.5 ng/mL	7.45	123650	30173
7	7	TQS3_210122_007	Std 50 ng/mL	7.45	582858	154637
8	8	TQS3_210122_008	Blank	7.47	1085	109
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	7.47	18746	5777
10	10	TQS3_210122_010	Blank	7.48	309	143
11	11	TQS3_210122_011	BLANK - IS	7.46	91	796
12	12	TQS3_210122_012	BLANK + IS + std MIX	7.46	68641	18267
13	13	TQS3_210122_013	QC-1-standard	7.46	33416	8449
14	14	TQS3_210122_014	QC-2	7.47	41180	10358
15	15	TQS3_210122_015	QC-3	7.46	26302	7273
16	16	TQS3_210122_016	Blank	7.45	521	180
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	7.46	18927	5125
18	18	TQS3_210122_018	Blank	7.46	648	186
19	19	TQS3_210122_019	20190415_C_A-LC	7.47	875	127
20	20	TQS3_210122_020	20190415_C_B-LC	7.46	1691	246
21	21	TQS3_210122_021	20190415_C_C-LC	7.46	659	434
22	22	TQS3_210122_022	20190415_C_D-LC	7.44	1572	478
23	23	TQS3_210122_023	20190415_C_E-LC	7.46	176	214
24	24	TQS3_210122_024	20190415_C_F-LC	7.45	625	94
25	25	TQS3_210122_025	20190510_S_1_9-LC	7.47	744	206
26	26	TQS3_210122_026	20190511_C_G-LC	7.45	540	645
27	27	TQS3_210122_027	20190511_C_H-LC	7.46	531	80
28	28	TQS3_210122_028	20190511_C_I-LC	7.45	1083	87
29	29	TQS3_210122_029	Blank	7.47	559	626
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	7.45	19349	5489
31	31	TQS3_210122_031	Blank	7.44	205	105
32	32	TQS3_210122_032	20190511_C_J-LC	7.49	385	121
33	33	TQS3_210122_033	20190511_C_K-LC	7.47	2409	472
34	34	TQS3_210122_034	20190511_C_L-LC	7.45	290	559
35	35	TQS3_210122_035	20190511_C_M-LC	7.40	1598	200
36	36	TQS3_210122_036	20190511_C_N-LC	7.44	637	268
37	37	TQS3_210122_037	20190511_C_O-LC	7.45	423	208
38	38	TQS3_210122_038	20190528_C_A-LC	7.47	450	210
39	39	TQS3_210122_039	20190528_C_B-LC	7.46	413	258
40	40	TQS3_210122_040	20190528_C_C-LC	7.45	659	441
41	41	TQS3_210122_041	20190528_C_D-LC	7.45	376	111
42	42	TQS3_210122_042	Blank	7.48	507	187
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	7.47	16498	4982
44	44	TQS3_210122_044	Blank	7.45	296	72
45	45	TQS3_210122_045	20190528_C_E-LC	7.48	3366	676
46	46	TQS3_210122_046	20190528_C_F-LC	7.45	294	309
47	47	TQS3_210122_047	20190528_C_G-LC	7.48	776	325
48	48	TQS3_210122_048	20190528_C_H-LC	7.49	1120	261
49	49	TQS3_210122_049	20190615_S_1_9-LC	7.46	808	125
50	50	TQS3_210122_050	20190819_C_I-LC	7.44	611	68
51	51	TQS3_210122_051	20190819_C_J-LC	7.43	837	221
52	52	TQS3_210122_052	20190819_C_K-LC	7.46	333	532
53	53	TQS3_210122_053	20190819_C_L-LC	7.45	2002	392
54	54	TQS3_210122_054	20190819_C_M-LC	7.44	598	121
55	55	TQS3_210122_055	Blank	7.47	162	220
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	7.46	15805	4526
57	57	TQS3_210122_057	Blank	7.45	191	281
58	58	TQS3_210122_058	20190819_C_N-LC	7.47	258	260
59	59	TQS3_210122_059	20190819_C_O-LC	7.44	660	38
60	60	TQS3_210122_060	20190819_C_P-LC	7.49	860	259
61	61	TQS3_210122_061	20190819_C_Q-LC	7.46	666	218
62	62	TQS3_210122_062	20200304_C_A-LC	7.45	456	89
63	63	TQS3_210122_063	20200304_C_B-LC	7.47	491	197
64	64	TQS3_210122_064	20200304_C_C-LC	7.47	426	98
65	65	TQS3_210122_065	20200304_C_D-LC	7.44	353	112
66	66	TQS3_210122_066	20200304_C_Eg-LC	7.45	305	334
67	67	TQS3_210122_067	20200304_C_Et-LC	7.45	525	308
68	68	TQS3_210122_068	Blank	7.45	618	212
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	7.46	15703	4401
70	70	TQS3_210122_070	Blank	7.46	383	123
71	71	TQS3_210122_071	Std 0 ng/mL	7.45	987	647
72	72	TQS3_210122_072	Std 1.25 ng/mL	7.45	13019	3304
73	73	TQS3_210122_073	Std 3.125 ng/mL	7.44	36160	8865
74	74	TQS3_210122_074	Std 6.25 ng/mL	7.45	74788	19014
75	75	TQS3_210122_075	Std 12.5 ng/mL	7.45	130260	34185
76	76	TQS3_210122_076	Std 50 ng/mL	7.44	578451	159542
77	77	TQS3_210122_077	Blank	7.48	147	232
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	7.45	17640	4620
79	79	TQS3_210122_079	Blank	7.45	47	174
80	80	TQS3_210122_080	20200304_C_Fg-LC	7.46	903	212
81	81	TQS3_210122_081	20200304_C_Ft-LC	7.45	1487	396
82	82	TQS3_210122_082	20200304_C_G-LC	7.44	914	473
83	83	TQS3_210122_083	20200304_C_Hg-LC	7.48	296	181
84	84	TQS3_210122_084	20200304_C_Ht-LC	7.46	68	278
85	85	TQS3_210122_085	20200304_C_Ig-LC	7.41	393	265
86	86	TQS3_210122_086	20200304_C_It-LC	7.44	2186	201
87	87	TQS3_210122_087	20200304_C_Jg-LC	7.47	750	238
88	88	TQS3_210122_088	20200304_C_Jt-LC	7.44	409	366
89	89	TQS3_210122_089	20200304_C_Kg-LC	7.44	913	283
90	90	TQS3_210122_090	Blank	7.50	316	294
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	7.46	14155	4074
92	92	TQS3_210122_092	Blank	7.48	890	199
93	93	TQS3_210122_093	20200304_C_Kt-LC	7.46	730	355
94	94	TQS3_210122_094	20200304_C_L-LC	7.46	287	242
95	95	TQS3_210122_095	20200304_C_M-LC	7.46	298	365
96	96	TQS3_210122_096	20200304_C_N-LC	7.48	492	152
97	97	TQS3_210122_097	20200304_C_O-LC	7.45	873	373
98	98	TQS3_210122_098	20200304_C_P-LC	7.46	303	121
99	99	TQS3_210122_099	20200304_C_Q-LC	7.49	1079	231
100	100	TQS3_210122_100	20200304_C_R-LC	7.45	137	97
101	101	TQS3_210122_101	20200304_C_S-LC	7.48	1243	156
102	102	TQS3_210122_102	20200304_C_T-LC	7.45	556	132
103	103	TQS3_210122_103	Blank	7.44	1561	439
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	7.46	14968	4666
105	105	TQS3_210122_105	Blank	7.47	113	476
106	106	TQS3_210122_106	20200304_C_U-LC	7.44	424	104
107	107	TQS3_210122_107	20200304_C_V-LC	7.46	143	179
108	108	TQS3_210122_108	20200304_C_W-LC	7.45	264	263
109	109	TQS3_210122_109	20200304_C_X-LC	7.45	178	290
110	110	TQS3_210122_110	20200627_S_1_5-LC	7.45	2080	326
111	111	TQS3_210122_111	20200701_S_1_12-LC	7.44	931	302
112	112	TQS3_210122_112	20200812_S_1_12-LC	7.45	852	183
113	113	TQS3_210122_113	20200820_C_A-LC	7.45	1145	217
114	114	TQS3_210122_114	20200820_C_B-LC	7.47	31	141
115	115	TQS3_210122_115	20200820_C_C-LC	7.45	454	163
116	116	TQS3_210122_116	Blank	7.46	134	199
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	7.45	16626	4910
118	118	TQS3_210122_118	Blank	7.47	683	132
119	119	TQS3_210122_119	20200820_C_D-LC	7.47	613	122
120	120	TQS3_210122_120	20200820_C_E-LC	7.44	111	149
121	121	TQS3_210122_121	20200820_C_Ft-LC	7.44	473	1152
122	122	TQS3_210122_122	20200831_S_1_12-LC	7.48	528	485
123	123	TQS3_210122_123	20200928_S_1_12-LC	7.54	1223	829
124	124	TQS3_210122_124	Blank	7.45	48	121
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	7.45	15557	5008
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	7.45	34139	9905
127	127	TQS3_210122_127	Blank	7.46	209	282
128	128	TQS3_210122_128	20190315_W_1-LC	7.44	1880	459
129	129	TQS3_210122_129	20190510_W_1_9-LC	7.48	1142	65
130	130	TQS3_210122_130	20190606_W_1_2-LC	7.45	481	152
131	131	TQS3_210122_131	20190615_W_1_9-LC	7.44	350	483
132	132	TQS3_210122_132	20200627_W_1_5-LC	7.45	1124	312
133	133	TQS3_210122_133	Blank	7.48	254	404
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	7.45	18828	4557
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	7.45	36644	10904
136	136	TQS3_210122_136	Blank	7.45	636	117
137	137	TQS3_210122_137	BLANK - IS	7.45	581	120
138	138	TQS3_210122_138	BLANK + IS + std MIX	7.44	67758	18251
139	139	TQS3_210122_139	QC-1-standard	7.44	25070	6251
140	140	TQS3_210122_140	QC-2	7.44	34072	9567
141	141	TQS3_210122_141	QC-3	7.44	18220	5171
142	142	TQS3_210122_142	Blank	7.48	774	82
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	7.44	17362	4997
144	144	TQS3_210122_144	Blank	7.47	280	536
145	145	TQS3_210122_145	Std 0 ng/mL	7.46	655	410
146	146	TQS3_210122_146	Std 1.25 ng/mL	7.44	15005	4035
147	147	TQS3_210122_147	Std 3.125 ng/mL	7.45	36815	11402
148	148	TQS3_210122_148	Std 6.25 ng/mL	7.44	71082	21464
149	149	TQS3_210122_149	Std 12.5 ng/mL	7.45	139953	36047
150	150	TQS3_210122_150	Std 50 ng/mL	7.45	673493	187102
151	151	TQS3_210122_151	Blank	7.46	585	598
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	7.45	18355	5830
153	153	TQS3_210122_153	Blank	7.46	386	349
154	154	TQS3_210122_154	Blank	7.47	836	89

Compound 25:  Dodine

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	7.36	281	71
2	2	TQS3_210122_002	Std 0 ng/mL	7.34	194	341
3	3	TQS3_210122_003	Std 1.25 ng/mL	7.32	89856	29816
4	4	TQS3_210122_004	Std 3.125 ng/mL	7.32	257512	79709
5	5	TQS3_210122_005	Std 6.25 ng/mL	7.32	450031	144172
6	6	TQS3_210122_006	Std 12.5 ng/mL	7.32	830787	255413
7	7	TQS3_210122_007	Std 50 ng/mL	7.32	3502121	1050954
8	8	TQS3_210122_008	Blank	7.34	3185	863
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	7.33	223186	72576
10	10	TQS3_210122_010	Blank	7.33	774	439
11	11	TQS3_210122_011	BLANK - IS	7.30	514	216
12	12	TQS3_210122_012	BLANK + IS + std MIX	7.33	616832	190345
13	13	TQS3_210122_013	QC-1-standard	7.33	676852	197228
14	14	TQS3_210122_014	QC-2	7.33	680170	199129
15	15	TQS3_210122_015	QC-3	7.32	636709	191653
16	16	TQS3_210122_016	Blank	7.32	1165	1068
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	7.32	208164	67305
18	18	TQS3_210122_018	Blank	7.32	1254	642
19	19	TQS3_210122_019	20190415_C_A-LC	7.32	3830	586
20	20	TQS3_210122_020	20190415_C_B-LC	7.31	9222	2819
21	21	TQS3_210122_021	20190415_C_C-LC	7.31	4965	1433
22	22	TQS3_210122_022	20190415_C_D-LC	7.30	2192	1170
23	23	TQS3_210122_023	20190415_C_E-LC	7.31	561955	173233
24	24	TQS3_210122_024	20190415_C_F-LC	7.31	5688331	1634975
25	25	TQS3_210122_025	20190510_S_1_9-LC	7.31	25539	9047
26	26	TQS3_210122_026	20190511_C_G-LC	7.31	35485	10940
27	27	TQS3_210122_027	20190511_C_H-LC	7.31	5156	906
28	28	TQS3_210122_028	20190511_C_I-LC	7.31	109502	34038
29	29	TQS3_210122_029	Blank	7.30	843	711
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	7.31	209160	65612
31	31	TQS3_210122_031	Blank	7.32	1645	249
32	32	TQS3_210122_032	20190511_C_J-LC	7.32	1787	790
33	33	TQS3_210122_033	20190511_C_K-LC	7.33	1312301	393130
34	34	TQS3_210122_034	20190511_C_L-LC	7.32	1595298	459837
35	35	TQS3_210122_035	20190511_C_M-LC	7.33	10263	3686
36	36	TQS3_210122_036	20190511_C_N-LC	7.32	9863	3476
37	37	TQS3_210122_037	20190511_C_O-LC	7.32	996	848
38	38	TQS3_210122_038	20190528_C_A-LC	7.33	3575	864
39	39	TQS3_210122_039	20190528_C_B-LC	7.34	6785	2464
40	40	TQS3_210122_040	20190528_C_C-LC	7.29	394	175
41	41	TQS3_210122_041	20190528_C_D-LC	7.29	545	65
42	42	TQS3_210122_042	Blank	7.34	661	690
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	7.33	183322	57718
44	44	TQS3_210122_044	Blank	7.32	1567	255
45	45	TQS3_210122_045	20190528_C_E-LC	7.33	801443	226252
46	46	TQS3_210122_046	20190528_C_F-LC	7.33	2628	892
47	47	TQS3_210122_047	20190528_C_G-LC	7.33	5272	1770
48	48	TQS3_210122_048	20190528_C_H-LC	7.34	3579	1185
49	49	TQS3_210122_049	20190615_S_1_9-LC	7.33	2379	671
50	50	TQS3_210122_050	20190819_C_I-LC	7.32	3868	1196
51	51	TQS3_210122_051	20190819_C_J-LC	7.31	370	144
52	52	TQS3_210122_052	20190819_C_K-LC	7.30	375	238
53	53	TQS3_210122_053	20190819_C_L-LC	7.33	345409	94726
54	54	TQS3_210122_054	20190819_C_M-LC	7.32	1617	420
55	55	TQS3_210122_055	Blank	7.30	331	181
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	7.33	187089	59214
