Quantify Compound Summary Report 

Printed Thu Feb 04 10:40:01 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
20	20	TQS3_210122_151	Blank	6.99	3988	1076
21	21	TQS3_210122_152	Std 3.125 ng/ml matrix	6.98	478775	155506
22	22	TQS3_210122_153	Blank	6.99	1744	366
23	23	TQS3_210122_154	Blank	6.98	1153	244

Compound 35:  Cyazofamid

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_124	Blank	6.97	746	202
2	2	TQS3_210122_125	Std 3.125 ng/ml matrix	6.97	433138	140426
3	3	TQS3_210122_126	Std 3.125 ng/ml Solvent	6.97	502133	160700
4	4	TQS3_210122_127	Blank	6.98	622	298
5	5	TQS3_210122_128	20190315_W_1-LC	6.98	214	45
6	6	TQS3_210122_129	20190510_W_1_9-LC	6.96	133	28
7	7	TQS3_210122_130	20190606_W_1_2-LC	6.99	105	
8	8	TQS3_210122_131	20190615_W_1_9-LC	6.98	229	26
9	9	TQS3_210122_132	20200627_W_1_5-LC	6.97	13337	4806
10	10	TQS3_210122_133	Blank	6.97	534	162
11	11	TQS3_210122_134	Std 3.125 ng/ml matrix	6.97	436963	141941
12	12	TQS3_210122_135	Std 3.125 ng/ml Solvent	6.97	491204	162328
13	13	TQS3_210122_144	Blank	6.97	1091	331
14	14	TQS3_210122_145	Std 0 ng/mL	6.99	323	180
15	15	TQS3_210122_146	Std 1.25 ng/mL	6.98	198489	63077
16	16	TQS3_210122_147	Std 3.125 ng/mL	6.97	534365	172682
17	17	TQS3_210122_148	Std 6.25 ng/mL	6.97	1096627	355210
18	18	TQS3_210122_149	Std 12.5 ng/mL	6.97	1813926	598982
19	19	TQS3_210122_150	Std 50 ng/mL	6.97	7409279	2648162
20	20	TQS3_210122_151	Blank	6.98	4632	1292
21	21	TQS3_210122_152	Std 3.125 ng/ml matrix	6.98	470721	154439
22	22	TQS3_210122_153	Blank	6.98	1331	423
23	23	TQS3_210122_154	Blank	6.98	1053	193

Compound 36:  Prothioconazole, desthio-2

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_124	Blank	7.02	383	506
2	2	TQS3_210122_125	Std 3.125 ng/ml matrix	7.02	277879	175953
3	3	TQS3_210122_126	Std 3.125 ng/ml Solvent	7.02	270034	170291
4	4	TQS3_210122_127	Blank	7.00	280	505
5	5	TQS3_210122_128	20190315_W_1-LC	7.04	840	748
6	6	TQS3_210122_129	20190510_W_1_9-LC	7.01	1325	861
7	7	TQS3_210122_130	20190606_W_1_2-LC	7.02	12222	7909
8	8	TQS3_210122_131	20190615_W_1_9-LC	7.01	20092	12634
9	9	TQS3_210122_132	20200627_W_1_5-LC	7.03	2746	2038
10	10	TQS3_210122_133	Blank	7.00	173	650
11	11	TQS3_210122_134	Std 3.125 ng/ml matrix	7.02	276759	177282
12	12	TQS3_210122_135	Std 3.125 ng/ml Solvent	7.02	262748	167731
13	13	TQS3_210122_144	Blank	7.02	569	915
14	14	TQS3_210122_145	Std 0 ng/mL	7.01	454	1206
15	15	TQS3_210122_146	Std 1.25 ng/mL	7.03	110285	75479
16	16	TQS3_210122_147	Std 3.125 ng/mL	7.02	273768	179295
17	17	TQS3_210122_148	Std 6.25 ng/mL	7.02	606196	394984
18	18	TQS3_210122_149	Std 12.5 ng/mL	7.02	979279	634018
19	19	TQS3_210122_150	Std 50 ng/mL	7.02	4553868	2931201
20	20	TQS3_210122_151	Blank	7.03	2802	1640
21	21	TQS3_210122_152	Std 3.125 ng/ml matrix	7.03	308151	193596
22	22	TQS3_210122_153	Blank	7.04	1235	401
23	23	TQS3_210122_154	Blank	7.03	981	897

Compound 37:  Tebuconazole

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_124	Blank	7.34	514	295
2	2	TQS3_210122_125	Std 3.125 ng/ml matrix	7.34	345104	131265
3	3	TQS3_210122_126	Std 3.125 ng/ml Solvent	7.33	386766	151638
4	4	TQS3_210122_127	Blank	7.34	881	179
5	5	TQS3_210122_128	20190315_W_1-LC	7.33	348	176
6	6	TQS3_210122_129	20190510_W_1_9-LC	7.32	1185	542
7	7	TQS3_210122_130	20190606_W_1_2-LC	7.33	684	320
8	8	TQS3_210122_131	20190615_W_1_9-LC	7.35	859	510
9	9	TQS3_210122_132	20200627_W_1_5-LC	7.34	1266	666
10	10	TQS3_210122_133	Blank	7.32	618	399
11	11	TQS3_210122_134	Std 3.125 ng/ml matrix	7.34	373441	142165
12	12	TQS3_210122_135	Std 3.125 ng/ml Solvent	7.34	376166	149678
13	13	TQS3_210122_144	Blank	7.34	907	188
14	14	TQS3_210122_145	Std 0 ng/mL	7.35	492	454
15	15	TQS3_210122_146	Std 1.25 ng/mL	7.34	155653	60213
16	16	TQS3_210122_147	Std 3.125 ng/mL	7.34	446684	169688
17	17	TQS3_210122_148	Std 6.25 ng/mL	7.33	855871	322952
18	18	TQS3_210122_149	Std 12.5 ng/mL	7.34	1504966	571319
19	19	TQS3_210122_150	Std 50 ng/mL	7.34	6607190	2554598
20	20	TQS3_210122_151	Blank	7.34	3067	1319
21	21	TQS3_210122_152	Std 3.125 ng/ml matrix	7.34	394933	149747
22	22	TQS3_210122_153	Blank	7.34	1252	237
23	23	TQS3_210122_154	Blank	7.36	920	132

Compound 38:  Mesosulfuron-methyl

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_124	Blank	6.49	133	337
2	2	TQS3_210122_125	Std 3.125 ng/ml matrix	6.48	561	175
3	3	TQS3_210122_126	Std 3.125 ng/ml Solvent	6.52	914	741
4	4	TQS3_210122_127	Blank	6.35	117	137
5	5	TQS3_210122_128	20190315_W_1-LC	6.49	96	181
6	6	TQS3_210122_129	20190510_W_1_9-LC	6.56	258	14
7	7	TQS3_210122_130	20190606_W_1_2-LC	6.44	1574	1416
8	8	TQS3_210122_131	20190615_W_1_9-LC	6.52	454	1099
9	9	TQS3_210122_132	20200627_W_1_5-LC	6.46	331	494
10	10	TQS3_210122_133	Blank	6.48	445	203
11	11	TQS3_210122_134	Std 3.125 ng/ml matrix	6.45	582	107
12	12	TQS3_210122_135	Std 3.125 ng/ml Solvent	6.54	1217	732
13	13	TQS3_210122_144	Blank	6.39	148	226
14	14	TQS3_210122_145	Std 0 ng/mL	6.49	84	59
15	15	TQS3_210122_146	Std 1.25 ng/mL	6.45	72	104
16	16	TQS3_210122_147	Std 3.125 ng/mL	6.49	500	110
17	17	TQS3_210122_148	Std 6.25 ng/mL	6.53	1985	1360
18	18	TQS3_210122_149	Std 12.5 ng/mL	6.51	2842	3460
19	19	TQS3_210122_150	Std 50 ng/mL	6.51	21768	20860
20	20	TQS3_210122_151	Blank	6.50	68	1277
21	21	TQS3_210122_152	Std 3.125 ng/ml matrix	6.47	434	559
22	22	TQS3_210122_153	Blank	6.52	76	130
23	23	TQS3_210122_154	Blank	6.46	137	197

